-1.610795855522155762e-01,4.581808149814605713e-01,-7.857270240783691406e-01,8.718554377555847168e-01,1.168881580233573914e-01,-4.044662714004516602e-01,1.129643917083740234e-01,4.824473559856414795e-01,-7.828197479248046875e-01,-6.319894194602966309e-01
-7.179232835769653320e-01,1.099797129631042480e+00,5.635731220245361328e-01,-1.096822619438171387e+00,8.150269985198974609e-01,-1.529815435409545898e+00,1.489113867282867432e-01,1.217814087867736816e+00,-7.864964008331298828e-01,-9.379275888204574585e-02
1.309804201126098633e+00,-8.832621574401855469e-01,1.684986710548400879e+00,-1.233823150396347046e-01,3.847959637641906738e-02,2.551149129867553711e-01,7.930509448051452637e-01,-1.053415894508361816e+00,-9.781768321990966797e-01,-5.929814577102661133e-01
4.087519943714141846e-01,-6.421932578086853027e-02,-7.994366884231567383e-01,5.069052800536155701e-02,-4.527757763862609863e-01,-7.152196764945983887e-01,3.460997939109802246e-01,-1.127857804298400879e+00,-1.245170593261718750e+00,1.940764546394348145e+00
9.477441310882568359e-01,-4.105692803859710693e-01,-2.062100648880004883e+00,-6.083313226699829102e-01,-1.960166692733764648e+00,6.782157421112060547e-01,1.142992377281188965e+00,1.685941368341445923e-01,-7.101162075996398926e-01,-8.897512555122375488e-01
-1.619937121868133545e-01,-2.616883277893066406e+00,-8.567579984664916992e-01,-2.083610057830810547e+00,4.793451353907585144e-02,-7.275171875953674316e-01,-3.535581529140472412e-01,3.507755696773529053e-02,-1.930951476097106934e-01,-8.760154843330383301e-01
1.207603812217712402e+00,-8.694049119949340820e-01,9.280320405960083008e-01,-4.306344687938690186e-01,-1.682800412178039551e+00,-3.799901306629180908e-01,-2.918525040149688721e-01,1.297138929367065430e-01,-1.168367862701416016e+00,-2.606354355812072754e-01
1.109789371490478516e+00,-6.379212141036987305e-01,9.155132174491882324e-01,-6.727843880653381348e-01,4.041506350040435791e-01,-1.153833746910095215e+00,-2.555314898490905762e-01,-1.749207973480224609e-01,-1.637370586395263672e+00,-4.913774877786636353e-02
1.352534770965576172e+00,7.929387092590332031e-01,1.295833587646484375e+00,1.303080916404724121e+00,6.193634271621704102e-01,-7.802793383598327637e-01,-1.764073371887207031e+00,-4.599160850048065186e-01,-1.096275091171264648e+00,-1.529772162437438965e+00
5.630091428756713867e-01,-1.895962953567504883e-01,9.899785518646240234e-01,1.302875757217407227e+00,5.253205075860023499e-02,7.107374072074890137e-01,-1.156994029879570007e-01,1.039246439933776855e+00,-1.460753381252288818e-01,1.036086603999137878e-01
4.635106027126312256e-01,5.358556509017944336e-01,3.037675917148590088e-01,4.001397490501403809e-01,1.346320629119873047e+00,-8.864110708236694336e-01,-5.588092803955078125e-01,1.392130702733993530e-01,8.834616541862487793e-01,1.159325480461120605e+00
-1.333291292190551758e+00,3.013861775398254395e-01,-5.843061208724975586e-01,-6.043157577514648438e-01,-1.145115137100219727e+00,2.991198003292083740e-01,-2.600309848785400391e-01,-1.039135813713073730e+00,-8.731375634670257568e-02,1.379867315292358398e+00
8.043916821479797363e-01,7.165555953979492188e-01,1.853124499320983887e+00,2.225098758935928345e-01,4.278349876403808594e-01,1.198925256729125977e+00,-6.225326657295227051e-02,-4.026996791362762451e-01,7.313591837882995605e-01,-1.482493877410888672e+00
9.223501086235046387e-01,-1.286933779716491699e+00,1.268404126167297363e-01,6.590577960014343262e-02,-9.747707098722457886e-02,5.172114968299865723e-01,9.162417650222778320e-01,4.808417856693267822e-01,-1.604102134704589844e+00,-1.725264072418212891e+00
-2.976286888122558594e+00,-1.273409128189086914e+00,-2.561375200748443604e-01,9.146863818168640137e-01,-1.118541121482849121e+00,1.255874276161193848e+00,-2.290944099426269531e+00,1.295082271099090576e-01,-9.748604297637939453e-01,9.137862920761108398e-02
1.058175802230834961e+00,-1.334411621093750000e+00,8.832029700279235840e-01,1.057197093963623047e+00,1.450741291046142578e+00,-2.880089581012725830e-01,1.911611668765544891e-02,1.110688805580139160e+00,8.331784009933471680e-01,-2.535598352551460266e-02
-1.489955544471740723e+00,-2.779299914836883545e-01,9.508319497108459473e-01,1.131739020347595215e+00,-6.809167265892028809e-01,-2.504475593566894531e+00,2.301910519599914551e-01,-3.850289583206176758e-01,-2.275686264038085938e-01,1.101164966821670532e-01
4.046246409416198730e-01,-2.172409892082214355e-01,-4.543250203132629395e-01,-2.184198498725891113e-01,-6.199405193328857422e-01,8.902047872543334961e-01,-2.341995239257812500e+00,1.642196655273437500e+00,8.124004006385803223e-01,-5.435023307800292969e-01
9.151663184165954590e-01,-3.232059478759765625e-01,4.207179844379425049e-01,1.713201999664306641e+00,-1.919446825981140137e+00,-1.215199828147888184e+00,-1.323854327201843262e+00,-8.021767735481262207e-01,-8.398365229368209839e-02,7.532679289579391479e-02
-1.428803682327270508e+00,-1.228139281272888184e+00,1.654998362064361572e-01,-5.454210638999938965e-01,2.269258975982666016e+00,8.954926729202270508e-01,2.581840194761753082e-02,6.782529354095458984e-01,-1.044534444808959961e+00,-1.518857121467590332e+00
-5.438593775033950806e-02,-7.412201762199401855e-01,-2.066841363906860352e+00,-5.351019501686096191e-01,-1.336950540542602539e+00,-7.616965174674987793e-01,-2.084713876247406006e-01,1.851887822151184082e+00,4.389294981956481934e-01,1.090702772140502930e+00
-5.760280489921569824e-01,-5.671849250793457031e-01,2.028207302093505859e+00,-1.914896845817565918e+00,3.010174334049224854e-01,1.375884413719177246e-01,6.333026289939880371e-01,4.585057497024536133e-01,-7.679891586303710938e-02,-2.616264522075653076e-01
-3.194366693496704102e-01,1.403185963630676270e+00,2.320407152175903320e+00,-5.917471647262573242e-01,-6.265032887458801270e-01,-9.357184171676635742e-01,6.239108443260192871e-01,-1.418727159500122070e+00,-4.079597592353820801e-01,-1.444553881883621216e-01
1.338252067565917969e+00,-9.021381735801696777e-01,1.410831689834594727e+00,2.309828996658325195e-01,3.250370323657989502e-01,7.216016054153442383e-01,3.125788867473602295e-01,3.214076906442642212e-02,8.497672155499458313e-03,-4.927681386470794678e-01
-1.280079007148742676e+00,-1.710668921470642090e+00,-6.736484169960021973e-01,-3.003930449485778809e-01,-1.772415935993194580e-01,-5.641248822212219238e-01,6.283640265464782715e-01,3.303370475769042969e-01,-1.988646201789379120e-02,-1.558123111724853516e+00
