2.15,-0.06,0.07,-0.10,0.04,-1.13,-0.11,-0.68,-0.02,-0.86
-0.19,-1.37,2.47,-0.21,-0.61,-1.31,0.01,2.08,0.78,0.10
-0.83,-0.09,0.85,1.04,-1.12,-0.82,1.19,-0.01,0.07,-0.34
1.89,0.49,0.27,2.03,1.19,0.22,-0.91,-1.04,-0.00,0.44
-2.46,0.26,1.02,-1.63,-1.48,-1.85,-1.03,0.27,-0.65,-1.36
0.13,0.80,-1.67,-0.89,-0.88,0.77,-0.86,1.06,-0.14,1.05
0.88,0.67,-1.14,-0.42,0.08,-0.79,0.58,0.32,0.55,0.62
0.85,0.72,-0.26,-0.13,0.19,0.71,-1.04,0.47,-1.24,0.62
-1.61,-0.52,-1.45,-1.35,2.05,-1.80,-0.28,-0.62,-0.91,-0.96
-0.35,0.20,1.68,1.32,1.75,-0.49,0.18,-1.11,0.83,0.92
0.18,-0.17,-1.01,0.72,0.42,0.03,-1.10,-1.63,0.20,-0.78
-1.54,-0.26,1.26,0.97,1.61,1.58,2.02,-0.51,-0.08,0.53
-1.95,1.19,0.98,0.41,-1.41,-2.02,-1.41,-0.26,1.82,1.85
-0.81,-0.72,1.68,-0.79,1.51,-1.27,0.50,-1.15,0.66,-0.01
1.08,-0.85,0.66,-0.27,-1.15,0.53,0.50,1.50,-0.97,0.03
-0.44,-0.68,-0.40,0.99,0.13,0.12,1.08,0.52,0.36,-0.45
-0.11,-0.60,-0.80,-1.02,0.38,0.56,1.42,1.03,0.61,0.56
-0.12,-0.09,-0.32,1.22,0.63,-0.96,1.75,-1.47,0.31,-0.29
0.09,1.24,-0.59,-3.07,-0.93,-0.67,0.09,0.73,0.63,-0.56
-0.43,0.17,0.31,0.74,-1.36,-0.38,-0.03,0.73,-0.03,-1.56
0.86,0.41,2.10,0.47,0.18,1.13,-1.03,-0.13,-1.53,0.32
-1.36,1.57,0.51,-0.57,0.03,-1.26,0.79,-0.96,-0.90,0.53
-0.21,0.93,-1.17,-0.36,1.11,-1.21,-0.00,-0.52,0.10,-0.49
-1.38,-0.57,-2.37,-0.14,2.99,0.81,-1.14,-1.65,0.11,-0.32
